codice_ente,ente_controllore,punto_prelievo,tipologia_punto_prelievo,indirizzo_punto_prelievo,comune_punto_prelievo,codice_comune,provincia_punto_prelievo,latitudine,longitudine,location,id_campione,macro_categoria_parametro,categoria_parametro,parametro,tipo_parametro,codice_parametro,risultato,unit_misura,esito,data_referto,anno_referto,indirizzo_di_georeferenziazione,frazione_punto_prelievo,valore_testuale,unita_di_misura_testuale,segno
"030326","ATS DI BRESCIA","RE017029XU0001","Punti rete","Via Gabbiane, 7, BRESCIA","BRESCIA","017029","BRESCIA","45.5662771","10.2207663","POINT (10.2207663 45.5662771)","POT72270","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","494.0","µS/cm","Conforme","2020-11-12","2020","Via delle Gabbiane, 7",,"494","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017029XU0001","Punti rete","Via Gabbiane, 7, BRESCIA","BRESCIA","017029","BRESCIA","45.5662771","10.2207663","POINT (10.2207663 45.5662771)","POT72806","Chimico","Solventi alogenati","tetracloroetilene","Indicatore","127-18-4","3.4","µg/l","Conforme","2020-12-10","2020","Via delle Gabbiane, 7",,"3.4","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017061XU0001","Punti rete","Via Mazzini, 14, CONCESIO","CONCESIO","017061","BRESCIA","45.6089449","10.2074642","POINT (10.2074642 45.6089449)","POT68769","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","457.0","µS/cm","Conforme","2020-07-21","2020","Via Giuseppe Mazzini, 14",,"457","microsiemens per centimetro",
"030327","ATS DELLA VAL PADANA","RE020001XU0001","Punti rete","Via C. A. Dalla Chiesa, Acquanegra sul Chiese","ACQUANEGRA SUL CHIESE","020001","MANTOVA","45.1633084","10.4341577","POINT (10.4341577 45.1633084)","POT71782","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","430.0","µS/cm","Conforme","2020-10-26","2020","Via Carlo Alberto dalla Chiesa",,"430","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017088XU0006","Punti rete","Via Manzoni, 23/a, LENO","LENO","017088","BRESCIA","45.36686","10.21848","POINT (10.21848 45.36686)","POT72315","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","497.0","µS/cm","Conforme","2020-11-12","2020","VIA MANZONI,23/A,LENO",,"497","microsiemens per centimetro",
"030327","ATS DELLA VAL PADANA","RE020031XU0001","Punti rete","Piazza Umberto - Marcaria, Marcaria","MARCARIA","020031","MANTOVA","45.11981","10.53224","POINT (10.53224 45.11981)","POT69464","Chimico","Metalli","arsenico","Normato","7440-38-2","4.0","µg/l","Conforme","2020-08-10","2020","PIAZZA UMBERTO-MARCARIA,MARCARIA",,"4","microgrammi per litro",
"030327","ATS DELLA VAL PADANA","RE020021XU0003","Punti rete","Piazza Medaglie D'oro - Loc. Sam Silvestro, Curtatone","CURTATONE","020021","MANTOVA","45.15347","10.71852","POINT (10.71852 45.15347)","POT67956","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","410.0","µS/cm","Conforme","2020-06-15","2020","PIAZZA MEDAGLIE D'ORO-LOC.SAM SILVESTRO,CURTATONE",,"410","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017010XU0012","Punti rete","Via Cerreto, 34 (chiesa), BAGOLINO","BAGOLINO","017010","BRESCIA","45.8303844","10.4993074","POINT (10.4993074 45.8303844)","POT68397","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","101.4","µS/cm","Conforme","2020-07-03","2020","Via Cerreto, 34",,"101.4","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017165XU0001","Punti rete","Via XX Luglio, 40, RONCADELLE","RONCADELLE","017165","BRESCIA","45.5322474","10.1456437","POINT (10.1456437 45.5322474)","POT72778","Chimico","Anioni","nitrati","Normato",,"34.0","mg/l","Conforme","2020-12-02","2020","Via XX Luglio, 40",,"34","milligrammi per litro",
"030326","ATS DI BRESCIA","RE017088XU0007","Punti rete","Via Bravi, 17, LENO","LENO","017088","BRESCIA","45.399321","10.1956487","POINT (10.1956487 45.399321)","POT72314","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","490.0","µS/cm","Conforme","2020-11-12","2020","Via Antonio Bravi, 17",,"490","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017113XU0003","Punti rete","Via dell’Artigianato, 49, MONTICHIARI","MONTICHIARI","017113","BRESCIA","45.3986126","10.3946227","POINT (10.3946227 45.3986126)","POT67941","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","547.0","µS/cm","Conforme","2020-06-03","2020","Via dell' Artigianato, 49",,"547","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017188XU0001","Punti rete","Via Mulini, 2, TRAVAGLIATO","TRAVAGLIATO","017188","BRESCIA","45.5278646","10.0783069","POINT (10.0783069 45.5278646)","POT67654","Chimico","Anioni","nitrati","Normato",,"34.0","mg/l","Conforme","2020-05-28","2020","Via Mulini, 2",,"34","milligrammi per litro",
"030326","ATS DI BRESCIA","RE017024XU0008","Punti rete","Via Frazione Graticelle, 38, BOVEGNO","BOVEGNO","017024","BRESCIA","45.8035308","10.2713678","POINT (10.2713678 45.8035308)","POT70323","Chimico","Metalli","arsenico","Normato","7440-38-2","4.0","µg/l","Conforme","2020-09-09","2020","Frazione Graticelle, 38",,"4","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017160XU0003","Punti rete","Via XXV Aprile, 1, REMEDELLO","REMEDELLO","017160","BRESCIA","45.27866","10.37111","POINT (10.37111 45.27866)","POT67973","Chimico","Solventi alogenati","cloroformio","Indicatore",,"24.45","µg/l","Conforme","2020-06-12","2020","VIA XXV APRILE,1,REMEDELLO",,"24.45","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017085XU0001","Punti rete","Via Roma, 92, ISEO","ISEO","017085","BRESCIA","45.6619609","10.0570388","POINT (10.0570388 45.6619609)","POT67865","Chimico","Anioni","solfato","Indicatore","14808-79-8","40.0","mg/l","Conforme","2020-06-10","2020","Via Roma, 92",,"40","milligrammi per litro",
"030326","ATS DI BRESCIA","RE017010XU0002","Punti rete","Via Maniva, 2 (Maniva), BAGOLINO","BAGOLINO","017010","BRESCIA","45.8098464","10.3655016","POINT (10.3655016 45.8098464)","POT71063","Microbiologico","Batteri","conteggio delle colonie a 22°c","Indicatore",,"14.0","ufc/ml","Conforme","2020-09-28","2020","Via Maniva, 2",,"14","unita formanti colonia per millilitro",
"030326","ATS DI BRESCIA","RE017113XU0008","Punti rete","Via Dugali Mattina, 3, MONTICHIARI","MONTICHIARI","017113","BRESCIA","45.3998938","10.3571785","POINT (10.3571785 45.3998938)","POT69165","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","422.0","µS/cm","Conforme","2020-07-23","2020","Via Dugali Mattina, 3",,"422","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017160XU0001","Punti rete","Via San Paolo, 4, REMEDELLO","REMEDELLO","017160","BRESCIA","45.2831135","10.3729658","POINT (10.3729658 45.2831135)","POT67962","Chimico","Solventi alogenati","cloroformio","Indicatore",,"34.3","µg/l","Non conforme","2020-06-08","2020","Via S. Paolo, 4",,"34.3","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017024XU0008","Punti rete","Via Frazione Graticelle, 38, BOVEGNO","BOVEGNO","017024","BRESCIA","45.8035308","10.2713678","POINT (10.2713678 45.8035308)","POT67552","Chimico","Metalli","alluminio","Indicatore","7429-90-5","420.0","µg/l","Non conforme","2020-05-08","2020","Frazione Graticelle, 38",,"420","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017096XU0003","Punti rete","Via Madonnina, 63, LUMEZZANE","LUMEZZANE","017096","BRESCIA","45.6501274","10.2859611","POINT (10.2859611 45.6501274)","POT66873","Chimico","Solventi alogenati","bromodiclorometano","Indicatore","75-27-4","1.4","µg/l","Conforme","2020-03-03","2020","Via Madonnina, 63",,"1.4","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017056XU0002","Punti rete","Via San Pietro, 85, COCCAGLIO","COCCAGLIO","017056","BRESCIA","45.571883","9.9670093","POINT (9.967009299999999 45.571883)","POT66950","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","453.0","µS/cm","Conforme","2020-03-10","2020","Via San Pietro, 85",,"453","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017155XU0003","Punti rete","Via 11 Febbraio, 35, PREVALLE","PREVALLE","017155","BRESCIA","45.5455571","10.4101212","POINT (10.4101212 45.5455571)","POT68011","Chimico","Anioni","solfato","Indicatore","14808-79-8","34.0","mg/l","Conforme","2020-06-15","2020","Via 11 Febbraio, 35",,"34","milligrammi per litro",
"030327","ATS DELLA VAL PADANA","RE020050XU0004","Punti rete","Via Roma - Loc. Cividale, Rivarolo Mantovano","RIVAROLO MANTOVANO","020050","MANTOVA","45.06983","10.43193","POINT (10.43193 45.06983)","POT69465","Chimico","Anioni","clorito","Indicatore","14998-27-7","384.0","µg/l","Conforme","2020-08-10","2020","VIA ROMA-LOC.CIVIDALE,RIVAROLO MANTOVANO",,"384","microgrammi per litro",
"030327","ATS DELLA VAL PADANA","RE020047XU0001","Punti rete","Piazza Semeghini, Quistello","QUISTELLO","020047","MANTOVA","45.00688","10.98053","POINT (10.98053 45.00688)","POT72765","Fisico","durezza","durezza","Indicatore","20001","46.0","°d","Conforme","2020-12-09","2020","PIAZZA PIO SEMEGHINI,QUISTELLO",,"46","gradi durezza tedeschi",
"030326","ATS DI BRESCIA","RE017160XU0003","Punti rete","Via XXV Aprile, 1, REMEDELLO","REMEDELLO","017160","BRESCIA","45.27866","10.37111","POINT (10.37111 45.27866)","POT67973","Chimico","Metalli","ferro","Indicatore","7439-89-6","45.0","µg/l","Conforme","2020-06-12","2020","VIA XXV APRILE,1,REMEDELLO",,"45","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017170XU0001","Punti rete","Piazza Bresciani, 1, SALO'","SALO'","017170","BRESCIA","45.6054107","10.5222262","POINT (10.5222262 45.6054107)","POT68622","Chimico","Solventi alogenati","cloroformio","Indicatore",,"0.84","µg/l","Conforme","2020-07-07","2020","Piazza Sergio Bresciani, 1",,"0.84","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017092XU0013","Punti rete","Via Campagna di Sotto, 30, LONATO","LONATO DEL GARDA","017092","BRESCIA","45.4515304","10.4609174","POINT (10.4609174 45.4515304)","POT66443","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","468.0","µS/cm","Conforme","2020-02-18","2020","Via Campagna Sotto, 30",,"468","microsiemens per centimetro",
"030327","ATS DELLA VAL PADANA","RE0190529U0001","Punti rete","Impianto, GUSSOLA","GUSSOLA","019052","CREMONA","45.01173","10.35188","POINT (10.35188 45.01173)","POT69751","Chimico","Anioni","clorito","Indicatore","14998-27-7","334.0","µg/l","Conforme","2020-08-27","2020","IMPIANTO,GUSSOLA",,"334","microgrammi per litro",
"030327","ATS DELLA VAL PADANA","RE0190369U0004","Punti rete","Zona Migliaro, CREMONA","CREMONA","019036","CREMONA","45.162218","10.01286","POINT (10.01286 45.162218)","POT71345","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","433.0","µS/cm","Conforme","2020-10-20","2020","LOCALITA' MIGLIARO,CREMONA",,"433","microsiemens per centimetro",
"030327","ATS DELLA VAL PADANA","RE020070XU0005","Punti rete","Via Castiglioni - Loc. Foresto, Volta Mantovana","VOLTA MANTOVANA","020070","MANTOVA","45.32648","10.65818","POINT (10.65818 45.32648)","POT68476","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","419.0","µS/cm","Conforme","2020-07-24","2020","VIA CASTIGLIONI-LOC.FORESTO,VOLTA MANTOVANA",,"419","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017160XU0001","Punti rete","Via San Paolo, 4, REMEDELLO","REMEDELLO","017160","BRESCIA","45.2831135","10.3729658","POINT (10.3729658 45.2831135)","POT70501","Chimico","Metalli","manganese","Indicatore","7439-96-5","94.0","µg/l","Non conforme","2020-09-08","2020","Via S. Paolo, 4",,"94","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017014XU0005","Punti rete","Via Pieve, 2, BEDIZZOLE","BEDIZZOLE","017014","BRESCIA","45.4982134","10.400916","POINT (10.400916 45.4982134)","POT67063","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","453.0","µS/cm","Conforme","2020-03-23","2020","Via Pieve, 2",,"453","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017141XU0004","Punti rete","Piazza Stravignino, 1, PEZZAZE","PEZZAZE","017141","BRESCIA","45.77531","10.23765","POINT (10.23765 45.77531)","POT66840","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","46.7","µS/cm","Conforme","2020-03-03","2020","PIAZZA STRAVIGNINO,1,PEZZAZE",,"46.7","microsiemens per centimetro",
"030327","ATS DELLA VAL PADANA","RE020071XU0007","Punti rete","Via S.Pellico - Loc. Borgoforte, Borgo Virgilio","BORGO VIRGILIO","020071","MANTOVA","45.04931","10.74656","POINT (10.74656 45.04931)","POT67951","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","403.0","µS/cm","Conforme","2020-06-15","2020","VIA SILVIO PELLICO","BORGOFORTE","403","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017048XU0002","Punti rete","Via Monte Bello, 84, CELLATICA","CELLATICA","017048","BRESCIA","45.5891652","10.1810684","POINT (10.1810684 45.5891652)","POT65763","Fisico","torbidita","torbidita","Indicatore",,"0.4","NTU","Conforme","2020-01-22","2020","Via Montebello, 84",,"0.4","nephelometric turbidity unit",
"030326","ATS DI BRESCIA","RE017021XU0002","Punti rete","Via Roma, 114, BORGOSATOLLO","BORGOSATOLLO","017021","BRESCIA","45.4766152","10.2346961","POINT (10.2346961 45.4766152)","POT67372","Chimico","Anioni","nitrati","Normato",,"24.0","mg/l","Conforme","2020-04-14","2020","Via Roma, 114",,"24","milligrammi per litro",
"030327","ATS DELLA VAL PADANA","RE020052XU0002","Punti rete","Piazza Dall'Oca, Roncoferraro","RONCOFERRARO","020052","MANTOVA","45.13467","10.95361","POINT (10.95361 45.13467)","POT67885","Chimico","Metalli","arsenico","Normato","7440-38-2","4.0","µg/l","Conforme","2020-06-12","2020","PIAZZA DALL'OCA,RONCOFERRARO",,"4","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017014XU0001","Punti rete","Via Signorina, 12, BEDIZZOLE","BEDIZZOLE","017014","BRESCIA","45.5062562","10.4260879","POINT (10.4260879 45.5062562)","POT67369","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","494.0","µS/cm","Conforme","2020-04-14","2020","Via Signorina, 12",,"494","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017170XU0003","Punti rete","Via Europa, 1, SALO'","SALO'","017170","BRESCIA","45.5867507","10.5170399","POINT (10.5170399 45.5867507)","POT66631","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","417.0","µS/cm","Conforme","2020-02-26","2020","Via Europa, 1",,"417","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017092XU0001","Punti rete","Via Arriga Alta, 11, LONATO","LONATO DEL GARDA","017092","BRESCIA","45.4571268","10.4979458","POINT (10.4979458 45.4571268)","POT68142","Chimico","Anioni","nitrati","Normato",,"41.0","mg/l","Conforme","2020-06-17","2020","Via Arriga Alta, 11",,"41","milligrammi per litro",
"030323","ATS DELLA MONTAGNA","RE017022XU0301","Punti rete","PALINE - FP, BORNO","BORNO","017022","BRESCIA","45.94874","10.20704","POINT (10.20704 45.94874)","2001007-003","Microbiologico","Batteri","escherichia coli","Normato",,,"ufc/100 ml","Non conforme","2020-06-22","2020","PALINE-FP,BORNO",,"presenti < 4","unita formanti colonia per 100 millilitri",
"030326","ATS DI BRESCIA","RE017188XU0002","Punti rete","Via S. Francesco, 25, TRAVAGLIATO","TRAVAGLIATO","017188","BRESCIA","45.52453","10.083","POINT (10.083 45.52453)","POT67203","Chimico","Solventi alogenati","tetracloroetilene","Indicatore","127-18-4","1.4","µg/l","Conforme","2020-03-31","2020","VIA S.FRANCESCO,25,TRAVAGLIATO",,"1.4","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017188XU0003","Punti rete","Via Napoleone, 78, TRAVAGLIATO","TRAVAGLIATO","017188","BRESCIA","45.5181906","10.078573","POINT (10.078573 45.5181906)","POT67653","Chimico","Solventi alogenati","trialometani totali","Normato",,"4.0","µg/l","Conforme","2020-05-28","2020","Via Napoleone, 78",,"4","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017107XU0002","Punti rete","Via Conciliazione, 30, MAZZANO","MAZZANO","017107","BRESCIA","45.4960668","10.3476067","POINT (10.3476067 45.4960668)","POT65601","Chimico","Anioni","nitrati","Normato",,"24.0","mg/l","Conforme","2020-01-15","2020","Via Conciliazione, 30",,"24","milligrammi per litro",
"030326","ATS DI BRESCIA","RE017096XU0002","Punti rete","Via V. Veneto, 32, LUMEZZANE","LUMEZZANE","017096","BRESCIA","45.65125279999999","10.2687784","POINT (10.2687784 45.65125279999999)","POT67929","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","420.0","µS/cm","Conforme","2020-06-12","2020","Via Vittorio Veneto, 32",,"420","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017160XU0001","Punti rete","Via San Paolo, 4, REMEDELLO","REMEDELLO","017160","BRESCIA","45.2831135","10.3729658","POINT (10.3729658 45.2831135)","POT67403","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","441.0","µS/cm","Conforme","2020-04-22","2020","Via S. Paolo, 4",,"441","microsiemens per centimetro",
"030327","ATS DELLA VAL PADANA","RE0190329U0002","Punti rete","Via IV Novembre, CORTE DE' CORTESI CON CIGNONE","CORTE DE' CORTESI CON CIGNONE","019032","CREMONA","45.27306","10.00738","POINT (10.00738 45.27306)","POT72061","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","414.0","µS/cm","Conforme","2020-10-30","2020","VIA IV NOVEMBRE","CORTE DE' CORTESI","414","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017199XU0002","Punti rete","Via San Giuseppe, 4, VILLA CARCINA","VILLA CARCINA","017199","BRESCIA","45.6443551","10.1919937","POINT (10.1919937 45.6443551)","POT66878","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","534.0","µS/cm","Conforme","2020-03-03","2020","Via S. Giuseppe, 4",,"534","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017121XU0001","Punti rete","Via Brescia, 47, ODOLO","ODOLO","017121","BRESCIA","45.6415939","10.3748375","POINT (10.3748375 45.6415939)","POT73061","Chimico","Anioni","solfato","Indicatore","14808-79-8","84.0","mg/l","Conforme","2020-12-22","2020","Via Brescia, 47",,"84","milligrammi per litro",
"030326","ATS DI BRESCIA","RE017146XU0001","Punti rete","Piazza S. Andrea, 34, POMPIANO","POMPIANO","017146","BRESCIA","45.4313988","9.987352500000002","POINT (9.987352500000002 45.4313988)","POT67238","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","466.0","µS/cm","Conforme","2020-04-03","2020","Piazza Sant'Andrea, 34",,"466","microsiemens per centimetro",
"030327","ATS DELLA VAL PADANA","RE020026XU0006","Punti rete","Strada ca' Diciotto","GOITO","020026","MANTOVA","45.24745","10.69322","POINT (10.69322 45.24745)","POT71507","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","422.0","µS/cm","Conforme","2020-10-23","2020","STRADA CA' DICIOTTO",,"422","microsiemens per centimetro",
"030327","ATS DELLA VAL PADANA","RE020025XU0004","Punti rete","Viale Bacchi, Gazzuolo","GAZZUOLO","020025","MANTOVA","45.0655171","10.5773139","POINT (10.5773139 45.0655171)","POT69847","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","458.0","µS/cm","Conforme","2020-08-28","2020","VIALE BACCHI,GAZZUOLO",,"458","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017187XU0009","Punti rete","Via Trento, 91D, TOSCOLANO-MADERNO","TOSCOLANO-MADERNO","017187","BRESCIA","45.63694","10.60541","POINT (10.60541 45.63694)","POT71047","Fisico","torbidita","torbidita","Indicatore",,"0.45","NTU","Conforme","2020-09-28","2020","VIA TRENTO,91 D,TOSCOLANO-MADERNO",,"0.45","nephelometric turbidity unit",
"030326","ATS DI BRESCIA","RE017031XU0001","Punti rete","Via Tolzana, 109, CAINO","CAINO","017031","BRESCIA","45.6147739","10.3231736","POINT (10.3231736 45.6147739)","POT66982","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","408.0","µS/cm","Conforme","2020-03-11","2020","Via Tolzana, 109",,"408","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017038XU0003","Punti rete","Via Molinara, 3, CAPRIOLO","CAPRIOLO","017038","BRESCIA","45.620256","9.924497","POINT (9.924496999999999 45.620256)","POT69250","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","417.0","µS/cm","Conforme","2020-08-06","2020","Via Molinara, 3",,"417","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017187XU0006","Punti rete","Via Sanico, 26, TOSCOLANO-MADERNO","TOSCOLANO-MADERNO","017187","BRESCIA","45.63694","10.60541","POINT (10.60541 45.63694)","POT72377","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","413.0","µS/cm","Conforme","2020-11-12","2020","VIA SANICO,26,TOSCOLANO-MADERNO",,"413","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017144XU0002","Punti rete","Via Tonetti, 4, POLAVENO","POLAVENO","017144","BRESCIA","45.6690869","10.1476281","POINT (10.1476281 45.6690869)","POT68163","Chimico","Anioni","clorito","Indicatore","14998-27-7","140.0","µg/l","Conforme","2020-06-22","2020","Via Tonetti, 4",,"140","microgrammi per litro",
"030327","ATS DELLA VAL PADANA","RE020022XU0002","Punti rete","Via Certosa, Dosolo","DOSOLO","020022","MANTOVA","44.94986","10.63454","POINT (10.63454 44.94986)","POT66408","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","641.0","µS/cm","Conforme","2020-02-21","2020","VIA CERTOSA,DOSOLO",,"641","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017046XU0003","Punti rete","Via Oscar Romero, 30, CAZZAGO SAN MARTINO","CAZZAGO SAN MARTINO","017046","BRESCIA","45.5878479","10.0186227","POINT (10.0186227 45.5878479)","POT72276","Fisico","torbidita","torbidita","Indicatore",,"0.45","NTU","Conforme","2020-11-17","2020","Via Oscar Romero, 30",,"0.45","nephelometric turbidity unit",
"030326","ATS DI BRESCIA","RE017109XU0001","Punti rete","Via Rossera, 1, MONIGA DEL GARDA","MONIGA DEL GARDA","017109","BRESCIA","45.5289008","10.5401254","POINT (10.5401254 45.5289008)","POT67458","Chimico","Solventi alogenati","bromodiclorometano","Indicatore","75-27-4","4.46","µg/l","Conforme","2020-05-11","2020","Via Rossera, 1",,"4.46","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017029XU0006","Punti rete","Via Pietro Dal Monte, 46, BRESCIA","BRESCIA","017029","BRESCIA","45.5549504","10.2306025","POINT (10.2306025 45.5549504)","POT65547","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","549.0","µS/cm","Conforme","2020-01-13","2020","Via Pietro dal Monte, 46",,"549","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017077XU0002","Punti rete","Via San Pellegrino, 2, GAVARDO","GAVARDO","017077","BRESCIA","45.5865567","10.439598","POINT (10.439598 45.5865567)","POT73057","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","419.0","µS/cm","Conforme","2020-12-22","2020","Via S. Pellegrino, 2",,"419","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017002XU0003","Punti rete","Via Poffe, 29 (Torbiato), ADRO","ADRO","017002","BRESCIA","45.607563","9.9978962","POINT (9.9978962 45.607563)","POT70641","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","465.0","µS/cm","Conforme","2020-09-15","2020","Via Poffe, 29",,"465","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017186XU0002","Punti rete","Via Salvoni, 15, TORBOLE CASAGLIA","TORBOLE CASAGLIA","017186","BRESCIA","45.5034695","10.1037129","POINT (10.1037129 45.5034695)","POT71781","Chimico","Anioni","nitrati","Normato",,"41.0","mg/l","Conforme","2020-10-22","2020","Via Don Salvoni, 15",,"41","milligrammi per litro",
"030327","ATS DELLA VAL PADANA","RE020066XU0006","Punti rete","Via Pegorara - Loc. Cavallara, Viadana","VIADANA","020066","MANTOVA","44.92523","10.51374","POINT (10.51374 44.92523)","POT68341","Fisico","ossidabilita","ossidabilita","Indicatore",,"1.4","mgO2/l","Conforme","2020-07-07","2020","VIA PEGORARA-LOC.CAVALLARA,VIADANA",,"1.4","milligrammi di ossigeno per litro",
"030327","ATS DELLA VAL PADANA","RE019011NU0001","Punti rete","VIA PONTE RINO, CAMPAGNOLA CREMASCA","CAMPAGNOLA CREMASCA","019011","CREMONA","45.3985005","9.6684651","POINT (9.6684651 45.3985005)","POT70938","Chimico","Anioni","solfato","Indicatore","14808-79-8","46.0","mg/l","Conforme","2020-09-25","2020","VIA PONTE RINO,CAMPAGNOLA CREMASCA",,"46","milligrammi per litro",
"030326","ATS DI BRESCIA","RE017029XU0027","Punti rete","Via Capretti, 4, BRESCIA","BRESCIA","017029","BRESCIA","45.58414339999999","10.2251935","POINT (10.2251935 45.58414339999999)","POT68003","Chimico","Solventi alogenati","tetracloroetilene","Indicatore","127-18-4","2.47","µg/l","Conforme","2020-06-17","2020","Via Pietro Capretti, 4",,"2.47","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017177XU0002","Punti rete","Via Castello, 6/a, SENIGA","SENIGA","017177","BRESCIA","45.24153039999999","10.1758804","POINT (10.1758804 45.24153039999999)","POT67694","Fisico","torbidita","torbidita","Indicatore",,"0.4","NTU","Conforme","2020-05-20","2020","Via Castello, 6",,"0.4","nephelometric turbidity unit",
"030327","ATS DELLA VAL PADANA","RE0190369U0005","Punti rete","Fraz. Cavatigozzi, CREMONA","CREMONA","019036","CREMONA","45.14241","10.01521","POINT (10.01521 45.14241)","POT69133","Chimico","Anioni","clorito","Indicatore","14998-27-7","494.0","µg/l","Conforme","2020-08-04","2020","LOCALITA' CAVATIGOZZI,CREMONA",,"494","microgrammi per litro",
"030323","ATS DELLA MONTAGNA","RE014011XU0495","Punti rete","LOC SAN BERNARDO, CAIOLO","CAIOLO","014011","SONDRIO","46.14754","9.79553","POINT (9.79553 46.14754)","2001596-004","Microbiologico","Batteri","conteggio delle colonie a 22°c","Indicatore",,,"ufc/ml","Conforme","2020-09-07","2020","LOCALITA' SAN BERNARDO,CAIOLO",,"4 stimate","unita formanti colonia per millilitro",
"030326","ATS DI BRESCIA","RE017170XU0003","Punti rete","Via Europa, 1, SALO'","SALO'","017170","BRESCIA","45.5867507","10.5170399","POINT (10.5170399 45.5867507)","POT68621","Chimico","Solventi alogenati","dibromoclorometano","Indicatore","124-48-1","1.4","µg/l","Conforme","2020-07-07","2020","Via Europa, 1",,"1.4","microgrammi per litro",
"030327","ATS DELLA VAL PADANA","RE020001XU0001","Punti rete","Via C. A. Dalla Chiesa, Acquanegra sul Chiese","ACQUANEGRA SUL CHIESE","020001","MANTOVA","45.1633084","10.4341577","POINT (10.4341577 45.1633084)","POT69097","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","437.0","µS/cm","Conforme","2020-08-04","2020","Via Carlo Alberto dalla Chiesa",,"437","microsiemens per centimetro",
