"bacino_idrografico","lago","corpo_idrico","provincia","comune","codice_comune","coord_x","coord_y","codice_stazione","descrizione_profondit","profondit","data_campionamento","parametro","valore_testuale","cas","wise","other","unita_di_misura","formula_parametro","unita_di_misura_testuale","segno","valore_numerico","anno"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","Arsenico","4,3","7440-38-2",,,"µg/l",,"microgrammi per litro",,"4.3","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","Cadmio","<0,02","7440-43-9",,,"µg/l",,"microgrammi per litro","<","0.02","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","cC6O4 [Difluoro{[2,2,4,5-tetrafluoro- 5-(trifluoromethoxy)-1,3-dioxolan- 4-yl]oxy} acetic acid]","<0,04","1190931-27-1",,,"µg/l",,"microgrammi per litro","<","0.04","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","Cromo totale","<2","7440-47-3",,,"µg/l",,"microgrammi per litro","<","2.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","DOC","0,82",,"WISE 3133-05-9",,"mg/l",,"milligrammi per litro",,"0.82","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","Mercurio","<0,02","7439-97-6",,,"µg/l",,"microgrammi per litro","<","0.02","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","Nichel","1,1","7440-02-0",,,"µg/l",,"microgrammi per litro",,"1.1","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFBA (Perfluoro Butanoic Acid)","<0,005","375-22-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFBS (Perfluoro Butane Sulfonate)","<0,005","375-73-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFDA (Perfluoro Decanoic Acid)","<0,005","335-76-2",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFDoA (Perfluoro Dodecanoic Acid)","<0,01","307-55-1",,,"µg/l",,"microgrammi per litro","<","0.01","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFHpA (Perfluoro Heptanoic Acid)","<0,005","375-85-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFHxA (Perfluoro Hexanoic Acid)","<0,005","307-24-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFHxS (Perfluoro Hexane Sulfonate)","<0,005","355-46-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFNA (Perfluoro Nonanoic Acid)","<0,005","375-95-1",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFOA (Perfluoro Octanoic Acid)","<0,005","335-67-1",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFOS (Perfluoro Octane Sulfonate)","0,00054","1763-23-1",,,"µg/l",,"microgrammi per litro",,"0.00054","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFPeA (Perfluoro Pentanoic Acid)","<0,005","2706-90-3",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","PFUdA (Perfluoro Undecanoic Acid)","<0,01","2058-94-8",,,"µg/l",,"microgrammi per litro","<","0.01","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","Piombo","<0,3","7439-92-1",,,"µg/l",,"microgrammi per litro","<","0.3","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","Rame","<2","7440-50-8",,,"µg/l",,"microgrammi per litro","<","2.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 31","2021-09-22","Zinco","<20","7440-66-6",,,"µg/l",,"microgrammi per litro","<","20.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Alcalinità","1,395","71-52-3",,,"meq/l",,"millimoli per litro",,"1.395","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Azoto ammoniacale","0,03","14798-03-9",,,"mg/l","N","milligrammi per litro",,"0.03","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Azoto nitrico","0,53","14797-55-8",,,"mg/l","N","milligrammi per litro",,"0.53","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Azoto nitroso","<0,02","14797-65-0",,,"mg/l","N","milligrammi per litro","<","0.02","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Azoto Totale","<1","17778-88-0",,,"mg/l","N","milligrammi per litro","<","1.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Calcio","22","7440-70-2",,,"mg/l",,"milligrammi per litro",,"22.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Cloruri","2,5","16887-00-6",,,"mg/l","Cl","milligrammi per litro",,"2.5","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Conducibilità elettrica a 20°C","171",,"WISE 3142-01-6",,"µs/cm",,"conduttività ionica",,"171.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Durezza (totale)","79",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"79.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Fluoruri","<300","16984-48-8",,,"µg/l",,"microgrammi per litro","<","300.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Fosforo Totale","16","7723-14-0",,,"µg/l","P","microgrammi per litro",,"16.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Magnesio","5,9","7439-95-4",,,"mg/l",,"milligrammi per litro",,"5.9","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Ortofosfato","6","14265-44-2",,,"µg/l","P","microgrammi per litro",,"6.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Ossigeno % di saturazione","89",,"WISE 3131-01-9",,"% sat.",,"percentuale saturazione",,"89.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Ossigeno disciolto","9,4","7782-44-7",,,"mg/l","O2","milligrammi per litro",,"9.4","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","pH","7,7","12408-02-5",,,"ph",,"potenziale di idrogeno",,"7.7","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Potassio","1,4","7440-09-7",,,"mg/l",,"milligrammi per litro",,"1.4","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Silicati reattivi","1,2","1344-09-8",,,"mg/l","SiO2","milligrammi per litro",,"1.2","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Sodio","3,1","7440-23-5",,,"mg/l",,"milligrammi per litro",,"3.1","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Solfati","25,9","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"25.9","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Temperatura acqua","12,5",,"WISE 3121-01-5",,"°c",,"gradi celsius",,"12.5","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Test Nitrati-Nitriti","0,114",,,"CHM-TEST-NITR","adimensionale",,"adimensionale",,"0.114","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_superficie","0,5","2021-11-23","Trasparenza (disco di Secchi)","10",,,"CASID10062","m",,"metro",,"10.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Alcalinità","1,346","71-52-3",,,"meq/l",,"millimoli per litro",,"1.346","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Azoto ammoniacale","0,05","14798-03-9",,,"mg/l","N","milligrammi per litro",,"0.05","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Azoto nitrico","0,5","14797-55-8",,,"mg/l","N","milligrammi per litro",,"0.5","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Azoto nitroso","<0,02","14797-65-0",,,"mg/l","N","milligrammi per litro","<","0.02","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Azoto Totale","1","17778-88-0",,,"mg/l","N","milligrammi per litro",,"1.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Calcio","22","7440-70-2",,,"mg/l",,"milligrammi per litro",,"22.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Cloruri","2,5","16887-00-6",,,"mg/l","Cl","milligrammi per litro",,"2.5","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Conducibilità elettrica a 20°C","171",,"WISE 3142-01-6",,"µs/cm",,"conduttività ionica",,"171.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Durezza (totale)","79",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"79.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Fluoruri","<300","16984-48-8",,,"µg/l",,"microgrammi per litro","<","300.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Fosforo Totale","14","7723-14-0",,,"µg/l","P","microgrammi per litro",,"14.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Magnesio","5,9","7439-95-4",,,"mg/l",,"milligrammi per litro",,"5.9","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Ortofosfato","6","14265-44-2",,,"µg/l","P","microgrammi per litro",,"6.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Ossigeno % di saturazione","99",,"WISE 3131-01-9",,"% sat.",,"percentuale saturazione",,"99.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Ossigeno disciolto","10,6","7782-44-7",,,"mg/l","O2","milligrammi per litro",,"10.6","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","pH","8","12408-02-5",,,"ph",,"potenziale di idrogeno",,"8.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Potassio","1,4","7440-09-7",,,"mg/l",,"milligrammi per litro",,"1.4","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Silicati reattivi","1,3","1344-09-8",,,"mg/l","SiO2","milligrammi per litro",,"1.3","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Sodio","3,1","7440-23-5",,,"mg/l",,"milligrammi per litro",,"3.1","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Solfati","25,5","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"25.5","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Temperatura acqua","12,5",,"WISE 3121-01-5",,"°c",,"gradi celsius",,"12.5","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_limite zona eufotica","15","2021-11-23","Test Nitrati-Nitriti","0,111",,,"CHM-TEST-NITR","adimensionale",,"adimensionale",,"0.111","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Alcalinità","1,296","71-52-3",,,"meq/l",,"millimoli per litro",,"1.296","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Azoto ammoniacale","0,03","14798-03-9",,,"mg/l","N","milligrammi per litro",,"0.03","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Azoto nitrico","0,52","14797-55-8",,,"mg/l","N","milligrammi per litro",,"0.52","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Azoto nitroso","<0,02","14797-65-0",,,"mg/l","N","milligrammi per litro","<","0.02","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Azoto Totale","<1","17778-88-0",,,"mg/l","N","milligrammi per litro","<","1.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Calcio","22","7440-70-2",,,"mg/l",,"milligrammi per litro",,"22.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Cloruri","2,5","16887-00-6",,,"mg/l","Cl","milligrammi per litro",,"2.5","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Conducibilità elettrica a 20°C","172",,"WISE 3142-01-6",,"µs/cm",,"conduttività ionica",,"172.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Durezza (totale)","80",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"80.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Fluoruri","<300","16984-48-8",,,"µg/l",,"microgrammi per litro","<","300.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Fosforo Totale","11","7723-14-0",,,"µg/l","P","microgrammi per litro",,"11.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Magnesio","6","7439-95-4",,,"mg/l",,"milligrammi per litro",,"6.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Ortofosfato","4","14265-44-2",,,"µg/l","P","microgrammi per litro",,"4.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Ossigeno % di saturazione","101",,"WISE 3131-01-9",,"% sat.",,"percentuale saturazione",,"101.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Ossigeno disciolto","10,7","7782-44-7",,,"mg/l","O2","milligrammi per litro",,"10.7","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","pH","8","12408-02-5",,,"ph",,"potenziale di idrogeno",,"8.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Potassio","1,3","7440-09-7",,,"mg/l",,"milligrammi per litro",,"1.3","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Silicati reattivi","1,2","1344-09-8",,,"mg/l","SiO2","milligrammi per litro",,"1.2","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Sodio","3,2","7440-23-5",,,"mg/l",,"milligrammi per litro",,"3.2","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Solfati","25,3","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"25.3","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Temperatura acqua","12,4",,"WISE 3121-01-5",,"°c",,"gradi celsius",,"12.4","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_fondo","30","2021-11-23","Test Nitrati-Nitriti","0,113",,,"CHM-TEST-NITR","adimensionale",,"adimensionale",,"0.113","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","Arsenico","4,1","7440-38-2",,,"µg/l",,"microgrammi per litro",,"4.1","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","Cadmio","<0,02","7440-43-9",,,"µg/l",,"microgrammi per litro","<","0.02","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","cC6O4 [Difluoro{[2,2,4,5-tetrafluoro- 5-(trifluoromethoxy)-1,3-dioxolan- 4-yl]oxy} acetic acid]","<0,04","1190931-27-1",,,"µg/l",,"microgrammi per litro","<","0.04","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","Cromo totale","<2","7440-47-3",,,"µg/l",,"microgrammi per litro","<","2.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","DOC","0,69",,"WISE 3133-05-9",,"mg/l",,"milligrammi per litro",,"0.69","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","Mercurio","<0,02","7439-97-6",,,"µg/l",,"microgrammi per litro","<","0.02","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","Nichel","1,4","7440-02-0",,,"µg/l",,"microgrammi per litro",,"1.4","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFBA (Perfluoro Butanoic Acid)","<0,005","375-22-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFBS (Perfluoro Butane Sulfonate)","<0,005","375-73-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
