"provincia","comune","codice_comune","codice_pp","data_di_campionamento","parametro","coord_est","coord_nord","standard_di_qualit_valore","valore_testuale","cas","wise","other","unita_di_misura","formula_parametro","unita_di_misura_testuale","segno","valore_numerico","anno"
"VA","LUINO","012092","PO012092NR0021","2019-10-22","Oxadixyl","480,391","5,093,597",,"<0,02","77732-09-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","LUINO","012092","PO012092NR0021","2019-10-22","Paration etile","480,391","5,093,597",,"<0,02","56-38-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","LUINO","012092","PO012092NR0021","2019-10-22","Paration metile","480,391","5,093,597",,"<0,02","298-00-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","LUINO","012092","PO012092NR0021","2019-10-22","Pretilachlor","480,391","5,093,597",,"<0,02","51218-49-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","LUINO","012092","PO012092NR0021","2019-10-22","TCEP (tris-2cloroetil-fosfato)","480,391","5,093,597",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","LUINO","012092","PO012092NR0021","2019-10-22","Thiobencarb","480,391","5,093,597",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","LUINO","012092","PO012092NR0021","2019-10-22","Trifluralin","480,391","5,093,597",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","LUINO","012092","PO012092NR0021","2019-10-22","M.Mt.T.D.","480,391","5,093,597",,"<0,02","288-88-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Antimonio","481,694","5,065,224",,"<2","7440-36-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Mercurio","481,694","5,065,224",,"<0,02","7439-97-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Nichel","481,694","5,065,224",,"<2","7440-02-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Piombo","481,694","5,065,224",,"<2","7439-92-1",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Selenio","481,694","5,065,224",,"<2","7782-49-2",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Zinco","481,694","5,065,224",,"<20","7440-66-6",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Cianuri liberi","481,694","5,065,224",,"<20","57-12-5",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Cloruri","481,694","5,065,224",,"12,8","16887-00-6",,,"mg/l","Cl","milligrammi per litro",,"12,8","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Ione Ammonio (NH4+)","481,694","5,065,224",,"<25","14798-03-9",,,"µg/l",,"microgrammi per litro","<","25","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Nitriti","481,694","5,065,224",,"<20","14797-65-0",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Cloruro di Vinile","481,694","5,065,224",,"<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Esaclorobutadiene","481,694","5,065,224",,"<0,025","87-68-3",,,"µg/l",,"microgrammi per litro","<","0,025","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Nitrobenzene","481,694","5,065,224",,"<1,25","98-95-3",,,"µg/l",,"microgrammi per litro","<","1,25","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Azoto organico","481,694","5,065,224",,"<2",,,"CHM-AZO-0","mg/l",,"milligrammi per litro","<","2","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Durezza (totale)","481,694","5,065,224",,"223",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"223","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Ferro","481,694","5,065,224",,"<20","7439-89-6",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Atrazina-desisopropil","481,694","5,065,224",,"<0,02","1007-28-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Bromacil","481,694","5,065,224",,"<0,02","314-40-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Nitrati","481,694","5,065,224",,"23,471","14797-55-8",,,"mg/l",,"milligrammi per litro",,"23,471","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Propanil","481,694","5,065,224",,"<0,02","709-98-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Tetracloruro di carbonio","481,694","5,065,224",,"<0,25","56-23-5",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Benzene","481,694","5,065,224",,"<0,2","71-43-2",,,"µg/l",,"microgrammi per litro","<","0,2","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Temperatura (alla fonte)","481,694","5,065,224",,"12,6",,,"CASID10160","°c",,"gradi celsius",,"12,6","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Cianazina","481,694","5,065,224",,"<0,02","21725-46-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Clorpirifos","481,694","5,065,224",,"<0,02","2921-88-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Clorpirifos Metile","481,694","5,065,224",,"<0,02","5598-13-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Esazinone","481,694","5,065,224",,"<0,02","51235-04-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Flufenacet","481,694","5,065,224",,"<0,02","142459-58-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Oxadixyl","481,694","5,065,224",,"<0,02","77732-09-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Paration etile","481,694","5,065,224",,"<0,02","56-38-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Paration metile","481,694","5,065,224",,"<0,02","298-00-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Pretilachlor","481,694","5,065,224",,"<0,02","51218-49-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","TCEP (tris-2cloroetil-fosfato)","481,694","5,065,224",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Thiobencarb","481,694","5,065,224",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","Trifluralin","481,694","5,065,224",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","MORNAGO","012106","PO012106NU0015","2019-11-04","M.Mt.T.D.","481,694","5,065,224",,"<0,02","288-88-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Antimonio","501,795","5,049,660",,"<2","7440-36-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Cromo VI","501,795","5,049,660",,"<2","18540-29-9",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Mercurio","501,795","5,049,660",,"<0,02","7439-97-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Nichel","501,795","5,049,660",,"<2","7440-02-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Piombo","501,795","5,049,660",,"<2","7439-92-1",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Zinco","501,795","5,049,660",,"<20","7440-66-6",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Cianuri liberi","501,795","5,049,660",,"<20","57-12-5",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Ione Ammonio (NH4+)","501,795","5,049,660",,"282,857","14798-03-9",,,"µg/l",,"microgrammi per litro",,"282,857","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Nitriti","501,795","5,049,660",,"3085,29","14797-65-0",,,"µg/l",,"microgrammi per litro",,"3085,29","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Solfati","501,795","5,049,660",,"24,6","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"24,6","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Cloruro di Vinile","501,795","5,049,660",,"<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Esaclorobutadiene","501,795","5,049,660",,"<0,025","87-68-3",,,"µg/l",,"microgrammi per litro","<","0,025","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Nitrobenzene","501,795","5,049,660",,"<1,25","98-95-3",,,"µg/l",,"microgrammi per litro","<","1,25","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Azoto organico","501,795","5,049,660",,"<2",,,"CHM-AZO-0","mg/l",,"milligrammi per litro","<","2","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Ferro","501,795","5,049,660",,"<20","7439-89-6",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Alachlor","501,795","5,049,660",,"<0,02","15972-60-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Atrazina-desisopropil","501,795","5,049,660",,"<0,02","1007-28-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Metolachlor","501,795","5,049,660",,"<0,02","51218-45-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Molinate","501,795","5,049,660",,"<0,02","2212-67-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Propanil","501,795","5,049,660",,"<0,02","709-98-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Simazina","501,795","5,049,660",,"<0,02","122-34-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Terbutilazina","501,795","5,049,660",,"<0,02","5915-41-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Terbutilazina desetil","501,795","5,049,660",,"0,02","30125-63-4",,,"µg/l",,"microgrammi per litro",,"0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Tetracloruro di carbonio","501,795","5,049,660",,"<0,25","56-23-5",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Benzene","501,795","5,049,660",,"<0,2","71-43-2",,,"µg/l",,"microgrammi per litro","<","0,2","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","pH","501,795","5,049,660",,"8,2","12408-02-5",,,"ph",,"potenziale di idrogeno",,"8,2","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Chlorfenvinphos","501,795","5,049,660",,"<0,02","470-90-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Cianazina","501,795","5,049,660",,"<0,02","21725-46-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Clorpirifos","501,795","5,049,660",,"<0,02","2921-88-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Clorpirifos Metile","501,795","5,049,660",,"<0,02","5598-13-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Esazinone","501,795","5,049,660",,"<0,02","51235-04-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Flufenacet","501,795","5,049,660",,"<0,02","142459-58-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Metalaxyl","501,795","5,049,660",,"<0,02","57837-19-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Oxadiazon","501,795","5,049,660",,"<0,02","19666-30-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Oxadixyl","501,795","5,049,660",,"<0,02","77732-09-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Paration etile","501,795","5,049,660",,"<0,02","56-38-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Paration metile","501,795","5,049,660",,"<0,02","298-00-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Pendimetalin","501,795","5,049,660",,"<0,02","40487-42-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Pretilachlor","501,795","5,049,660",,"<0,02","51218-49-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Propazina","501,795","5,049,660",,"<0,02","139-40-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Protoate","501,795","5,049,660",,"<0,02","2275-18-5",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Secbutilazina","501,795","5,049,660",,"<0,02","7286-69-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","TCEP (tris-2cloroetil-fosfato)","501,795","5,049,660",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Terbutrina","501,795","5,049,660",,"<0,02","886-50-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Thiobencarb","501,795","5,049,660",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","Trifluralin","501,795","5,049,660",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","ORIGGIO","012109","PO012109NUB005","2019-05-15","M.Mt.T.D.","501,795","5,049,660",,"<0,02","288-88-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Antimonio","481,042","5,052,887",,"<2","7440-36-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Cromo VI","481,042","5,052,887",,"<2","18540-29-9",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Mercurio","481,042","5,052,887",,"<0,02","7439-97-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Nichel","481,042","5,052,887",,"<2","7440-02-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Piombo","481,042","5,052,887",,"<2","7439-92-1",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Zinco","481,042","5,052,887",,"<20","7440-66-6",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Cianuri liberi","481,042","5,052,887",,"<20","57-12-5",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Ione Ammonio (NH4+)","481,042","5,052,887",,"<25","14798-03-9",,,"µg/l",,"microgrammi per litro","<","25","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Nitriti","481,042","5,052,887",,"<20","14797-65-0",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Solfati","481,042","5,052,887",,"26,7","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"26,7","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Benzo (g,h,i) perilene","481,042","5,052,887",,"0,002","191-24-2",,,"µg/l",,"microgrammi per litro",,"0,002","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Benzo(a)antracene","481,042","5,052,887",,"0,002","56-55-3",,,"µg/l",,"microgrammi per litro",,"0,002","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Cloruro di Vinile","481,042","5,052,887",,"<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Esaclorobutadiene","481,042","5,052,887",,"<0,02","87-68-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Nitrobenzene","481,042","5,052,887",,"<1,25","98-95-3",,,"µg/l",,"microgrammi per litro","<","1,25","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Azoto organico","481,042","5,052,887",,"<2",,,"CHM-AZO-0","mg/l",,"milligrammi per litro","<","2","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Ferro","481,042","5,052,887",,"<20","7439-89-6",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Sodio","481,042","5,052,887",,"12,4","7440-23-5",,,"mg/l",,"milligrammi per litro",,"12,4","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Alachlor","481,042","5,052,887",,"<0,02","15972-60-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Atrazina","481,042","5,052,887",,"<0,02","1912-24-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Atrazina-desetil","481,042","5,052,887",,"<0,02","6190-65-4",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Atrazina-desisopropil","481,042","5,052,887",,"<0,02","1007-28-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Bromacil","481,042","5,052,887",,"<0,02","314-40-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Diclorobenzammide 2,6","481,042","5,052,887",,"<0,02","2008-58-4",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Metolachlor","481,042","5,052,887",,"<0,02","51218-45-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Molinate","481,042","5,052,887",,"<0,02","2212-67-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Propanil","481,042","5,052,887",,"<0,02","709-98-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Simazina","481,042","5,052,887",,"<0,02","122-34-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Terbutilazina","481,042","5,052,887",,"<0,02","5915-41-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Terbutilazina desetil","481,042","5,052,887",,"<0,02","30125-63-4",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Benzene","481,042","5,052,887",,"<0,25","71-43-2",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Etilbenzene","481,042","5,052,887",,"<0,25","100-41-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Toluene","481,042","5,052,887",,"<0,25","108-88-3",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Xilene orto","481,042","5,052,887",,"<0,25","95-47-6",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Ossigeno % di saturazione","481,042","5,052,887",,"92,4",,"WISE 3131-01-9",,"% sat.",,"percentuale saturazione",,"92,4","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Chlorfenvinphos","481,042","5,052,887",,"<0,02","470-90-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Cianazina","481,042","5,052,887",,"<0,02","21725-46-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Clorpirifos","481,042","5,052,887",,"<0,02","2921-88-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Clorpirifos Metile","481,042","5,052,887",,"<0,02","5598-13-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Esazinone","481,042","5,052,887",,"<0,02","51235-04-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Flufenacet","481,042","5,052,887",,"<0,02","142459-58-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Metalaxyl","481,042","5,052,887",,"<0,02","57837-19-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Oxadiazon","481,042","5,052,887",,"<0,02","19666-30-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Oxadixyl","481,042","5,052,887",,"<0,02","77732-09-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Paration etile","481,042","5,052,887",,"<0,02","56-38-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Paration metile","481,042","5,052,887",,"<0,02","298-00-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Pendimetalin","481,042","5,052,887",,"<0,02","40487-42-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Pretilachlor","481,042","5,052,887",,"<0,02","51218-49-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Propazina","481,042","5,052,887",,"<0,02","139-40-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Protoate","481,042","5,052,887",,"<0,02","2275-18-5",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Secbutilazina","481,042","5,052,887",,"<0,02","7286-69-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","TCEP (tris-2cloroetil-fosfato)","481,042","5,052,887",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Terbutrina","481,042","5,052,887",,"<0,02","886-50-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Thiobencarb","481,042","5,052,887",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Trifluralin","481,042","5,052,887",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","1,2,3-Tricloropropano","481,042","5,052,887",,"<0,125","96-18-4",,,"µg/l",,"microgrammi per litro","<","0,125","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","M.Mt.T.D.","481,042","5,052,887",,"<0,02","288-88-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-04-17","Naftalene","481,042","5,052,887",,"0,2","91-20-3",,,"µg/l",,"microgrammi per litro",,"0,2","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-10-16","Antimonio","481,042","5,052,887",,"<2","7440-36-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-10-16","Cromo VI","481,042","5,052,887",,"2,4","18540-29-9",,,"µg/l",,"microgrammi per litro",,"2,4","2,019"
"VA","SAMARATE","012118","PO0121180U0005","2019-10-16","Mercurio","481,042","5,052,887",,"<0,02","7439-97-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
